mode,label,threshold,rare_label,support,predicted_positive_count,true_positives,false_positives,false_negatives,precision,recall,f1
production,violence,0.3390577341358005,0,46,45,38,7,8,0.8444444444444444,0.8260869565217391,0.8351648351648352
production,fear,0.75,0,18,2,2,0,16,1.0,0.1111111111111111,0.19999999999999998
production,sexual,0.75,0,5,2,2,0,3,1.0,0.4,0.5714285714285715
production,illegal,0.95,1,1,0,0,0,1,0.0,0.0,0.0
production,online_harm,0.9,1,3,0,0,0,3,0.0,0.0,0.0
precision_60,hate_speech,0.42877541178384815,0,25,39,24,15,1,0.6153846153846154,0.96,0.7500000000000001
precision_60,discrimination,0.5233271477549807,0,18,25,15,10,3,0.6,0.8333333333333334,0.6976744186046512
precision_60,contextual_hate,0.5499557716803695,0,17,18,15,3,2,0.8333333333333334,0.8823529411764706,0.8571428571428571
precision_60,threat,0.99,1,1,0,0,0,1,0.0,0.0,0.0
precision_60,violence,0.2852825003499735,0,46,62,41,21,5,0.6612903225806451,0.8913043478260869,0.7592592592592593
precision_60,fear,0.4491278674521774,0,18,15,10,5,8,0.6666666666666666,0.5555555555555556,0.606060606060606
precision_60,sexual,0.6105378047228049,0,5,5,5,0,0,1.0,1.0,1.0
precision_60,illegal,0.49707142360413004,1,1,1,1,0,0,1.0,1.0,1.0
precision_60,online_harm,0.678513876430683,1,3,3,3,0,0,1.0,1.0,1.0
precision_70,hate_speech,0.5021861650624063,0,25,29,22,7,3,0.7586206896551724,0.88,0.8148148148148148
precision_70,discrimination,0.5972761548044618,0,18,17,13,4,5,0.7647058823529411,0.7222222222222222,0.7428571428571428
precision_70,contextual_hate,0.5499557716803695,0,17,18,15,3,2,0.8333333333333334,0.8823529411764706,0.8571428571428571
precision_70,threat,0.99,1,1,0,0,0,1,0.0,0.0,0.0
precision_70,violence,0.30267834772770025,0,46,55,40,15,6,0.7272727272727273,0.8695652173913043,0.792079207920792
precision_70,fear,0.4926994038669831,0,18,7,7,0,11,1.0,0.3888888888888889,0.56
precision_70,sexual,0.6105378047228049,0,5,5,5,0,0,1.0,1.0,1.0
precision_70,illegal,0.49707142360413004,1,1,1,1,0,0,1.0,1.0,1.0
precision_70,online_harm,0.678513876430683,1,3,3,3,0,0,1.0,1.0,1.0
precision_80,hate_speech,0.537538448879371,0,25,25,21,4,4,0.84,0.84,0.8399999999999999
precision_80,discrimination,0.6853378770958665,0,18,12,10,2,8,0.8333333333333334,0.5555555555555556,0.6666666666666667
precision_80,contextual_hate,0.5499557716803695,0,17,18,15,3,2,0.8333333333333334,0.8823529411764706,0.8571428571428571
precision_80,threat,0.99,1,1,0,0,0,1,0.0,0.0,0.0
precision_80,violence,0.3390577341358005,0,46,45,38,7,8,0.8444444444444444,0.8260869565217391,0.8351648351648352
precision_80,fear,0.4926994038669831,0,18,7,7,0,11,1.0,0.3888888888888889,0.56
precision_80,sexual,0.6105378047228049,0,5,5,5,0,0,1.0,1.0,1.0
precision_80,illegal,0.49707142360413004,1,1,1,1,0,0,1.0,1.0,1.0
precision_80,online_harm,0.678513876430683,1,3,3,3,0,0,1.0,1.0,1.0
precision_90,hate_speech,0.6515100380829524,0,25,17,16,1,9,0.9411764705882353,0.64,0.7619047619047621
precision_90,discrimination,0.7531071154376513,0,18,7,7,0,11,1.0,0.3888888888888889,0.56
precision_90,contextual_hate,0.7490910524876162,0,17,7,7,0,10,1.0,0.4117647058823529,0.5833333333333334
precision_90,threat,0.99,1,1,0,0,0,1,0.0,0.0,0.0
precision_90,violence,0.363541543652991,0,46,36,36,0,10,1.0,0.782608695652174,0.878048780487805
precision_90,fear,0.4926994038669831,0,18,7,7,0,11,1.0,0.3888888888888889,0.56
precision_90,sexual,0.6105378047228049,0,5,5,5,0,0,1.0,1.0,1.0
precision_90,illegal,0.49707142360413004,1,1,1,1,0,0,1.0,1.0,1.0
precision_90,online_harm,0.678513876430683,1,3,3,3,0,0,1.0,1.0,1.0
