mode,label,threshold,rare_label,support,predicted_positive_count,true_positives,false_positives,false_negatives,precision,recall,f1
precision_80,illegal,0.4829092025756836,1,1,1,1,0,0,1.0,1.0,1.0
precision_80,online_harm,0.8464868068695068,1,3,3,3,0,0,1.0,1.0,1.0
precision_90,hate_speech,0.7145143151283264,0,25,24,24,0,1,1.0,0.96,0.9795918367346939
precision_90,discrimination,0.6990269422531128,0,18,17,17,0,1,1.0,0.9444444444444444,0.9714285714285714
precision_90,contextual_hate,0.5280417203903198,0,17,16,16,0,1,1.0,0.9411764705882353,0.9696969696969697
precision_90,threat,0.99,1,1,0,0,0,1,0.0,0.0,0.0
precision_90,violence,0.5856112837791443,0,46,46,43,3,3,0.9347826086956522,0.9347826086956522,0.9347826086956522
precision_90,fear,0.7495654225349426,0,18,13,13,0,5,1.0,0.7222222222222222,0.8387096774193548
precision_90,sexual,0.9194736480712892,0,5,5,5,0,0,1.0,1.0,1.0
precision_90,illegal,0.4829092025756836,1,1,1,1,0,0,1.0,1.0,1.0
precision_90,online_harm,0.8464868068695068,1,3,3,3,0,0,1.0,1.0,1.0
