source_video_id,old_label,suggested_label,issue_type,prob_hate,model_confidence,teacher_binary_prob,teacher_confidence,transcript_source,frame_dir,reason,split,teacher_agreement,auto_relabel
R_hate_video_130,1,0,suspected_false_positive_label,0.0121013894677162,0.9878986105322838,0.0006863581947982,0.9993555545806884,human,E:\m-hvc\datasets\old-dataset\frames_unique\R_hate_video_130,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
video_174,1,0,suspected_false_positive_label,0.0122016938403248,0.9877983061596752,0.0048739789053797,0.995361328125,human,E:\m-hvc\datasets\old-dataset\frames_unique\video_174,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
BV1Uw411v7w1,1,0,suspected_false_positive_label,0.0122042978182435,0.9877957021817565,0.0079221595078706,0.8070853517059364,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1Uw411v7w1,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
BV1Gb411o7Fr,1,0,suspected_false_positive_label,0.012208454310894,0.987791545689106,0.0061508114449679,0.4839646388486844,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1Gb411o7Fr,auto: no_usable_teacher; model_prob<=0.050,val,unavailable,True
hate_video_104,1,0,suspected_false_positive_label,0.0122534474357962,0.9877465525642039,0.0005889320163987,0.7225830278763237,asr,E:\m-hvc\datasets\old-dataset\frames_unique\hate_video_104,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
BV13z4y1x7CP,1,0,suspected_false_positive_label,0.0128125920891761,0.9871874079108239,0.0004809920210391,0.6704117865296307,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV13z4y1x7CP,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
BV11K4y1R733,1,0,suspected_false_positive_label,0.0128959277644753,0.9871040722355247,0.0004754519613925,0.5988083472928522,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV11K4y1R733,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
BV1Tp4y1k7HG,1,0,suspected_false_positive_label,0.0130561282858252,0.9869438717141747,0.0218099690973758,0.86396188749243,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1Tp4y1k7HG,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
BV1EW411o75g,1,0,suspected_false_positive_label,0.013065249659121,0.986934750340879,0.0671796798706054,0.3288091587809398,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1EW411o75g,auto: no_usable_teacher; model_prob<=0.050,val,unavailable,True
non_hate_video_364,0,1,suspected_false_negative_label,0.9867701530456544,0.9867701530456544,0.999924659729004,0.8905511569294242,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_364,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
hate_video_142,1,0,suspected_false_positive_label,0.0137013224884867,0.9862986775115133,0.0006250392762012,0.3513268536757108,asr,E:\m-hvc\datasets\old-dataset\frames_unique\hate_video_142,auto: no_usable_teacher; model_prob<=0.050,val,unavailable,True
BV12B4y1x7eK,1,0,suspected_false_positive_label,0.0137119516730308,0.9862880483269691,0.0024826049339026,0.8244746269852914,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV12B4y1x7eK,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
R_hate_video_207,1,0,suspected_false_positive_label,0.0139933722093701,0.9860066277906299,0.0006250392762012,0.4668264962518326,asr,E:\m-hvc\datasets\old-dataset\frames_unique\R_hate_video_207,auto: no_usable_teacher; model_prob<=0.050,val,unavailable,True
BV1nB4y1Q73J,1,0,suspected_false_positive_label,0.014110330492258,0.985889669507742,0.0313721522688865,0.3563367186429605,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1nB4y1Q73J,auto: no_usable_teacher; model_prob<=0.050,test,unavailable,True
BV1564y1M7Z6,1,0,suspected_false_positive_label,0.0144435493275523,0.9855564506724477,0.0065922099165618,0.5883391061519961,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1564y1M7Z6,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
BV1wN411a7HT,1,0,suspected_false_positive_label,0.0145105933770537,0.9854894066229463,0.0014326471136882,0.575716217583565,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1wN411a7HT,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
hate_video_96,1,0,suspected_false_positive_label,0.0150680700317025,0.9849319299682975,0.014575564302504,0.872330061285884,asr,E:\m-hvc\datasets\old-dataset\frames_unique\hate_video_96,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
BV15h4y157Km,1,0,suspected_false_positive_label,0.0151108587160706,0.9848891412839293,0.1301286518573761,0.7532245255674529,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV15h4y157Km,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
R_non_hate_video_063,0,1,suspected_false_negative_label,0.9846398830413818,0.9846398830413818,0.9955294728279114,0.2399026197792934,asr,E:\m-hvc\datasets\old-dataset\frames_unique\R_non_hate_video_063,auto: no_usable_teacher; model_prob>=0.950,val,unavailable,True
hate_video_107,1,0,suspected_false_positive_label,0.0153990536928176,0.9846009463071824,0.0342970453202724,0.8342496037439766,asr,E:\m-hvc\datasets\old-dataset\frames_unique\hate_video_107,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
hate_video_92,1,0,suspected_false_positive_label,0.0163520518690347,0.9836479481309653,0.2420816868543625,0.5757554805644617,asr,E:\m-hvc\datasets\old-dataset\frames_unique\hate_video_92,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
BV1z84y1W7qa,1,0,suspected_false_positive_label,0.0165872182697057,0.9834127817302943,0.0544705651700496,0.779416627349389,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1z84y1W7qa,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
non_hate_video_519,0,1,suspected_false_negative_label,0.9832326769828796,0.9832326769828796,0.9999197721481324,0.4774829183885927,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_519,auto: no_usable_teacher; model_prob>=0.950,test,unavailable,True
video_140,1,0,suspected_false_positive_label,0.016975050792098,0.983024949207902,0.4051929712295532,0.5757510662078857,human,E:\m-hvc\datasets\old-dataset\frames_unique\video_140,review: model_prob<=0.100; teacher_not_strongly_agreeing,val,disagree_or_weak,False
video_142,1,0,suspected_false_positive_label,0.0171746090054512,0.9828253909945488,0.0041268835775554,0.9961723685264589,human,E:\m-hvc\datasets\old-dataset\frames_unique\video_142,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
non_hate_video_518,0,1,suspected_false_negative_label,0.9824584126472472,0.9824584126472472,0.9999446868896484,0.8168110984886533,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_518,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
BV1iy4y1G7aD,1,0,suspected_false_positive_label,0.0177341066300869,0.9822658933699131,0.0007288817432709,0.7392981779924547,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1iy4y1G7aD,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
non_hate_video_351,0,1,suspected_false_negative_label,0.98195880651474,0.98195880651474,0.9999219179153442,0.7735370279675174,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_351,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
R_hate_video_219,1,0,suspected_false_positive_label,0.019131377339363,0.980868622660637,0.0425814464688301,0.9565002918243408,human,E:\m-hvc\datasets\old-dataset\frames_unique\R_hate_video_219,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
BV1Xa4y1u7Bq,1,0,suspected_false_positive_label,0.0195919498801231,0.9804080501198769,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\BV1Xa4y1u7Bq,auto: no_usable_teacher; model_prob<=0.050,train,unavailable,True
video_84,0,1,suspected_false_negative_label,0.980207860469818,0.980207860469818,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\video_84,auto: no_usable_teacher; model_prob>=0.950,train,unavailable,True
BV19Q4y1a7KG,1,0,suspected_false_positive_label,0.0201228968799114,0.9798771031200886,0.0013217970263212,0.7393504115441765,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV19Q4y1a7KG,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
BV1sP41167zR,1,0,suspected_false_positive_label,0.0202940497547388,0.9797059502452612,0.2624385058879852,0.6068843687773253,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1sP41167zR,review: model_prob<=0.100; teacher_not_strongly_agreeing,val,disagree_or_weak,False
non_hate_video_329,0,1,suspected_false_negative_label,0.9792723059654236,0.9792723059654236,0.9999438524246216,0.8190824055810207,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_329,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
BV1tV4y1j7NZ,1,0,suspected_false_positive_label,0.0208743214607238,0.9791256785392762,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\BV1tV4y1j7NZ,auto: no_usable_teacher; model_prob<=0.050,train,unavailable,True
S_hate_video_174,1,0,suspected_false_positive_label,0.0213781241327524,0.9786218758672476,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\S_hate_video_174,auto: no_usable_teacher; model_prob<=0.050,val,unavailable,True
R_hate_video_233,1,0,suspected_false_positive_label,0.0214717965573072,0.9785282034426928,0.027606239542365,0.9714130759239196,human,E:\m-hvc\datasets\old-dataset\frames_unique\R_hate_video_233,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
non_hate_video_314,0,1,suspected_false_negative_label,0.9783650040626526,0.9783650040626526,0.9999221563339232,0.8790559021521253,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_314,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
non_hate_video_486,0,1,suspected_false_negative_label,0.9782496094703674,0.9782496094703674,0.9999160766601562,0.610219328619861,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_486,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
video_613,0,1,suspected_false_negative_label,0.9782202243804932,0.9782202243804932,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\video_613,auto: no_usable_teacher; model_prob>=0.950,train,unavailable,True
non_hate_video_417,0,1,suspected_false_negative_label,0.9779756665229796,0.9779756665229796,0.9991260170936584,0.9155910717902044,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_417,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
non_hate_video_311,0,1,suspected_false_negative_label,0.9774197340011596,0.9774197340011596,0.9999359846115112,0.5782635033140229,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_311,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
video_82,0,1,suspected_false_negative_label,0.9772785305976868,0.9772785305976868,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\video_82,auto: no_usable_teacher; model_prob>=0.950,test,unavailable,True
non_hate_video_85,0,1,suspected_false_negative_label,0.9770916104316713,0.9770916104316713,0.9998860359191896,0.9190542874466018,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_85,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
video_182,0,1,suspected_false_negative_label,0.9769850969314576,0.9769850969314576,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\video_182,auto: no_usable_teacher; model_prob>=0.950,train,unavailable,True
non_hate_video_16,0,1,suspected_false_negative_label,0.9769797325134276,0.9769797325134276,0.999399185180664,0.8197220567200094,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_16,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
video_617,0,1,suspected_false_negative_label,0.9769281148910522,0.9769281148910522,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\video_617,auto: no_usable_teacher; model_prob>=0.950,val,unavailable,True
BV1aE411F77P,1,0,suspected_false_positive_label,0.0234516579657793,0.9765483420342207,0.0021445478778332,0.877147108250415,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1aE411F77P,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
BV1bA41137we,1,0,suspected_false_positive_label,0.0237298961728811,0.9762701038271189,0.2344783097505569,0.4801341808019723,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1bA41137we,auto: no_usable_teacher; model_prob<=0.050,train,unavailable,True
video_611,0,1,suspected_false_negative_label,0.9762518405914308,0.9762518405914308,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\video_611,auto: no_usable_teacher; model_prob>=0.950,test,unavailable,True
S_non_hate_videos_1,0,1,suspected_false_negative_label,0.9760151505470276,0.9760151505470276,0.9995403289794922,0.9987003803253174,human,E:\m-hvc\datasets\old-dataset\frames_unique\S_non_hate_videos_1,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
BV1ru4m1N7qy,0,1,suspected_false_negative_label,0.9759147763252258,0.9759147763252258,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\BV1ru4m1N7qy,auto: no_usable_teacher; model_prob>=0.950,test,unavailable,True
BV1tJ411y7xH,1,0,suspected_false_positive_label,0.0242018438875675,0.9757981561124325,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\BV1tJ411y7xH,auto: no_usable_teacher; model_prob<=0.050,test,unavailable,True
hate_video_288,1,0,suspected_false_positive_label,0.0242744088172912,0.9757255911827089,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\hate_video_288,auto: no_usable_teacher; model_prob<=0.050,test,unavailable,True
non_hate_video_451,0,1,suspected_false_negative_label,0.9757188558578492,0.9757188558578492,0.9998410940170288,0.7344246693350522,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_451,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
non_hate_video_415,0,1,suspected_false_negative_label,0.9748323559761048,0.9748323559761048,0.999943733215332,0.7487021816839864,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_415,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
S_non_hate_videos_80,0,1,suspected_false_negative_label,0.974826455116272,0.974826455116272,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\S_non_hate_videos_80,auto: no_usable_teacher; model_prob>=0.950,val,unavailable,True
BV1EN411E7Dy,1,0,suspected_false_positive_label,0.0254200529307127,0.9745799470692873,0.000778893881943,0.1589324844405199,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1EN411E7Dy,auto: no_usable_teacher; model_prob<=0.050,test,unavailable,True
S_non_hate_videos_39,0,1,suspected_false_negative_label,0.9745134711265564,0.9745134711265564,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\S_non_hate_videos_39,auto: no_usable_teacher; model_prob>=0.950,train,unavailable,True
BV1t5411h71N,1,0,suspected_false_positive_label,0.0257482100278139,0.9742517899721861,0.3838841021060943,0.156988043845459,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1t5411h71N,auto: no_usable_teacher; model_prob<=0.050,test,unavailable,True
non_hate_video_190,0,1,suspected_false_negative_label,0.9730964303016664,0.9730964303016664,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_190,auto: no_usable_teacher; model_prob>=0.950,test,unavailable,True
non_hate_video_632,0,1,suspected_false_negative_label,0.9726399183273317,0.9726399183273317,0.9999176263809204,0.83482725888279,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_632,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
non_hate_video_458,0,1,suspected_false_negative_label,0.9722201228141784,0.9722201228141784,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_458,auto: no_usable_teacher; model_prob>=0.950,train,unavailable,True
non_hate_video_489,0,1,suspected_false_negative_label,0.9714969396591188,0.9714969396591188,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_489,auto: no_usable_teacher; model_prob>=0.950,val,unavailable,True
non_hate_video_116,0,1,suspected_false_negative_label,0.9714670181274414,0.9714670181274414,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_116,auto: no_usable_teacher; model_prob>=0.950,train,unavailable,True
R_non_hate_video_015,0,1,suspected_false_negative_label,0.9703824520111084,0.9703824520111084,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\R_non_hate_video_015,auto: no_usable_teacher; model_prob>=0.950,test,unavailable,True
S_non_hate_videos_81,0,1,suspected_false_negative_label,0.9701071977615356,0.9701071977615356,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\S_non_hate_videos_81,auto: no_usable_teacher; model_prob>=0.950,train,unavailable,True
non_hate_video_313,0,1,suspected_false_negative_label,0.9698787927627563,0.9698787927627563,0.999914050102234,0.7268094715692613,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_313,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
BV1he4y1N76x,1,0,suspected_false_positive_label,0.0301805157214403,0.9698194842785597,0.1635109782218933,0.5500127067354906,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1he4y1N76x,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
hate_video_426,1,0,suspected_false_positive_label,0.03040636703372,0.96959363296628,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\hate_video_426,auto: no_usable_teacher; model_prob<=0.050,test,unavailable,True
non_hate_video_605,0,1,suspected_false_negative_label,0.9693002104759216,0.9693002104759216,0.998956561088562,0.6476073089994435,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_605,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
non_hate_video_189,0,1,suspected_false_negative_label,0.9690321683883668,0.9690321683883668,0.8913793563842773,0.6730583581805841,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_189,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
non_hate_video_55,0,1,suspected_false_negative_label,0.9689907431602478,0.9689907431602478,0.9999548196792604,0.8792974252846338,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_55,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,test,strong_agree,True
non_hate_video_331,0,1,suspected_false_negative_label,0.9688295722007751,0.9688295722007751,0.9805129766464232,0.8418651571876051,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_331,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
BV19J411G7i2,1,0,suspected_false_positive_label,0.0312169324606657,0.9687830675393343,,,missing,E:\m-hvc\datasets\old-dataset\frames_unique\BV19J411G7i2,auto: no_usable_teacher; model_prob<=0.050,train,unavailable,True
R_hate_video_136,1,0,suspected_false_positive_label,0.0312975421547889,0.9687024578452111,0.0214310940355062,0.977900505065918,human,E:\m-hvc\datasets\old-dataset\frames_unique\R_hate_video_136,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
R_non_hate_video_037,0,1,suspected_false_negative_label,0.9686235189437866,0.9686235189437866,0.6013411283493042,0.5345335602760315,human,E:\m-hvc\datasets\old-dataset\frames_unique\R_non_hate_video_037,auto: no_usable_teacher; model_prob>=0.950,train,unavailable,True
non_hate_video_337,0,1,suspected_false_negative_label,0.968501627445221,0.968501627445221,0.9969869256019592,0.645983801940378,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_337,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
BV1Xc411U7pj,0,1,suspected_false_negative_label,0.9684370756149292,0.9684370756149292,0.6356599926948547,0.4574909426197909,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1Xc411U7pj,auto: no_usable_teacher; model_prob>=0.950,val,unavailable,True
non_hate_video_315,0,1,suspected_false_negative_label,0.968030333518982,0.968030333518982,0.9999233484268188,0.7816438708480666,asr,E:\m-hvc\datasets\old-dataset\frames_unique\non_hate_video_315,auto: model_prob>=0.900; teacher_agrees; teacher_confidence>=0.550,train,strong_agree,True
BV1VG4y177A5,0,1,suspected_false_negative_label,0.967920422554016,0.967920422554016,0.4203451573848724,0.4127877384517191,asr,E:\m-hvc\datasets\old-dataset\frames_unique\BV1VG4y177A5,auto: no_usable_teacher; model_prob>=0.950,test,unavailable,True
video_167,1,0,suspected_false_positive_label,0.0334133841097354,0.9665866158902646,0.0901320725679397,0.8999353647232056,human,E:\m-hvc\datasets\old-dataset\frames_unique\video_167,auto: model_prob<=0.100; teacher_agrees; teacher_confidence>=0.550,val,strong_agree,True
