mode,label,threshold,rare_label,support,predicted_positive_count,true_positives,false_positives,false_negatives,precision,recall,f1
precision_60,online_harm,0.6785174715275385,1,3,3,3,0,0,1.0,1.0,1.0
precision_70,hate_speech,0.5017214566009894,0,25,31,22,9,3,0.7096774193548387,0.88,0.7857142857142856
precision_70,discrimination,0.5971816436828866,0,18,17,13,4,5,0.7647058823529411,0.7222222222222222,0.7428571428571428
precision_70,contextual_hate,0.5492167956478992,0,17,18,15,3,2,0.8333333333333334,0.8823529411764706,0.8571428571428571
precision_70,threat,0.99,1,1,0,0,0,1,0.0,0.0,0.0
precision_70,violence,0.3022533542913545,0,46,55,40,15,6,0.7272727272727273,0.8695652173913043,0.792079207920792
precision_70,fear,0.4928528893412582,0,18,7,7,0,11,1.0,0.3888888888888889,0.56
precision_70,sexual,0.6107616002426761,0,5,5,5,0,0,1.0,1.0,1.0
precision_70,illegal,0.4969022807985262,1,1,1,1,0,0,1.0,1.0,1.0
precision_70,online_harm,0.6785174715275385,1,3,3,3,0,0,1.0,1.0,1.0
precision_80,hate_speech,0.5398644265523018,0,25,25,21,4,4,0.84,0.84,0.8399999999999999
precision_80,discrimination,0.685681636282746,0,18,12,10,2,8,0.8333333333333334,0.5555555555555556,0.6666666666666667
precision_80,contextual_hate,0.5492167956478992,0,17,18,15,3,2,0.8333333333333334,0.8823529411764706,0.8571428571428571
precision_80,threat,0.99,1,1,0,0,0,1,0.0,0.0,0.0
precision_80,violence,0.33862749306952483,0,46,45,38,7,8,0.8444444444444444,0.8260869565217391,0.8351648351648352
precision_80,fear,0.4928528893412582,0,18,7,7,0,11,1.0,0.3888888888888889,0.56
precision_80,sexual,0.6107616002426761,0,5,5,5,0,0,1.0,1.0,1.0
precision_80,illegal,0.4969022807985262,1,1,1,1,0,0,1.0,1.0,1.0
precision_80,online_harm,0.6785174715275385,1,3,3,3,0,0,1.0,1.0,1.0
precision_90,hate_speech,0.6196242158942955,0,25,20,18,2,7,0.9,0.72,0.7999999999999999
precision_90,discrimination,0.7533385008672058,0,18,7,7,0,11,1.0,0.3888888888888889,0.56
precision_90,contextual_hate,0.7488424147110494,0,17,7,7,0,10,1.0,0.4117647058823529,0.5833333333333334
precision_90,threat,0.99,1,1,0,0,0,1,0.0,0.0,0.0
precision_90,violence,0.36349038504350695,0,46,37,36,1,10,0.972972972972973,0.782608695652174,0.8674698795180723
precision_90,fear,0.4928528893412582,0,18,7,7,0,11,1.0,0.3888888888888889,0.56
precision_90,sexual,0.6107616002426761,0,5,5,5,0,0,1.0,1.0,1.0
precision_90,illegal,0.4969022807985262,1,1,1,1,0,0,1.0,1.0,1.0
precision_90,online_harm,0.6785174715275385,1,3,3,3,0,0,1.0,1.0,1.0
